Category,title,rating,travelDate,publishedDate,text,url,user/contributions/helpfulVotes,user/contributions/totalContributions,user/userLocation/name,user/userLocation/shortName,placeInfo/addressObj/city,placeInfo/addressObj/country,placeInfo/addressObj/postalcode,placeInfo/addressObj/state,placeInfo/addressObj/street1,placeInfo/addressObj/street2,placeInfo/locationString,placeInfo/name,placeInfo/numberOfReviews,placeInfo/rating,placeInfo/ratingHistogram/count1,placeInfo/ratingHistogram/count2,placeInfo/ratingHistogram/count3,placeInfo/ratingHistogram/count4,placeInfo/ratingHistogram/count5
Tourist attractions,Cage of death,2,2025-06,27/06/2025, Very disappointed for the money spent- the cage is that scratched you could not take your own photos- it was hard to see the crocodile as it was with the sun rays shining on the cage. We hired a photographer even his photos were not clear - we were on the understanding that we had to purchase at least 1x photo which we reluctantly did as none were very Clear - more money- the photo ended up in your bin on our exit regards Anthony Harrison 0418736444,https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1015452237-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,1,"Brisbane, Australia",Brisbane,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,1-2 hours well spent,4,2025-06,23/06/2025,"We visited Crocosaurus Cove in the centre of Darwin on a Sunday afternoon. It was a pleasant surprise. Knowledgeable staff and nice exhibits. A few giant crocodiles are nice, but the reptile house (including holding some), holding a small crocodile and crocodile feeding are great as well. Very enjoyable.",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1014845370-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,211,815,"Aberdeen, United Kingdom",Aberdeen,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Wouldn’t recommend it,1,2025-05,14/06/2025,Wouldn’t recommend it at all. Went to the fish feeding that was a disaster the lady doing kept making mistakes didn’t look comfortable talking. No of the fish or Rays feed apparently to called for them. Croc feeding was a waste of time none of the crocs eat or moved or anything. The only good thing was taking pics of the baby croc,https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1013045365-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,18,,,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Nightmare getting refund,1,2025-06,13/06/2025,"My friend and I booked the cage of death but unfortunately could not do it because I ended up on crutches. I asked for a refund within the contractural period which was approved. Unfortunately, despite repeated requests the money has NOT been refunded still after a month. I was repeatedly told in emails by Alison that she would look into it but I never received a response so had to email again and again. Still waiting. I am of the opinion that they hope I give up and go away.",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1012812852-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,2,,,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Must see experience for all ages 🐊,5,2025-05,3/06/2025,"What an awesome place 🐊 

From Perth WA there is nothing like it along our coast so it was an amazing experience to be able to see these beautiful crocs up close and well looked after - with only paying entry fee we were able to participate in the activities provided along the day like reptile holding, young crocodile feeding, croc feeding show and more. The staff were friendly and made the experience extremely engaging :) 

Would recommend for everyone and all ages, 
I especially liked that the space is wheel chair friendly/ elevators !",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1010898908-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,6,,,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Crocosaurus Holiday Adventure,5,2025-04,31/05/2025,Excellent experience for whole families with primary school children and older. Very informative and scary!! The reptile zoo was really great as well!,https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1010520823-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,1,3,,,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Spectacular once in a lifetime experience,5,2025-05,29/05/2025,"Crocosaurus Cove is a fantastic place to visit. We did the Cage of Death, saltwater crocodile dive and it was a spectacular once in a lifetime experience. It was an incredible way to interact with many of Australia's wildlife. The staff were friendly and very knowledgeable and it's all right in the heart of Darwin.",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1010209957-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,1,"Colac, Australia",Colac,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Swimming with a large Dinosaur🦕,5,2025-05,29/05/2025,"I had the best time of my life , totally safe , the team explained all the details of the swim with confidence. Got to feed some other crocs & held snakes & lizards ( we got the VIP package ). ",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1010112983-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,1,,,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Great fun and kids had a ball. Need around 2-3 ours depending on how much you want to do!,5,2025-05,29/05/2025,"We visited Crocosaurus Cove in May 2025.

Kids had fun especially with the big croc feeding and fishing for crocs which follows straight on after. 
The fish feeding was so so for us.... more an educational talk and can't really see too much

Can hold a baby croc for a phot that has to be purchased...... they are pretty strict on not taking your own photos with your phone etc.

We also had a lunch time show on where a python was fed a (dead) rat and they kids got to hold a snake and lizard after. 

My wife and I also did the cage of death which was fun! Would never get that up close to a big croc otherwise! The crocs are massive!

Overall I think 2-3 hours is plenty of time depending on what shows / talks you want to go to!

Food is what you expect for a place like this..... kids got nuggets and chips etc but you can also get a pass out if you wanted to go out and get food and come back!

Overall would recommend, but not something we would go back and do a 2nd time!",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1010110861-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,79,124,,,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,A good morning can be spent here.,5,2025-05,20/05/2025,"The staff are really friendly and very professional. The photographer was especially good at his job.
There are quite a few reptiles and aquatic creatures but the stars of the show are the huge crocodiles. 
The cage of death was a once in a lifetime experience and I would highly recommend doing it. 

The enclosures are small for the animals in my opinion and they should have much more space but they are all problematic crocs who would have probably been put to sleep if not for this place rehoming them.",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1008397971-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,56,"London, United Kingdom",London,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Staff are amazing,5,2025-05,12/05/2025,"We did the cage of death, the staff were so great. Truly cared about crocs and full of information.
Then went snake handling and the young lady was great with kids and adults alike. We got to have plenty of time holding snakes and lizards.
",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1007060061-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,1,"Northam, Australia",Northam,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Not nice to see them so enclosed.,1,2024-06,10/05/2025,So sad the animals r in such small enclosures in the middle of Darwin busy nightclub area. Would never visit again. There was a lizard so distressed trying to get out of its enclosure. The noise from the area must be distressing for the animals.,https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1006657764-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,1,,,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,"It was a great experience, loved it",5,2025-04,29/04/2025,It was absolutely amazing Would recommend this to anybody who is able to climb up and down the Ladder give it a go,https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1005189174-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,1,1,,,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Once in a lifetime experience,5,2025-04,24/04/2025,"Thoroughly enjoyed my 'dip' with Leo. Found it suprisingly relaxing. Team were highly professional, knowledgeable and friendly. Thanks for the huge photo portfolio to choose from. Loved being able to shower on site. Highly recommend ",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1004188603-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,1,26,"Perth, Australia",Perth,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Little croc zoo in heart of Darwin,5,2025-04,23/04/2025,"Did the ""cage of death"" putting me face to face with a 5.1m saltwater croc. This is mildly exciting rather than terrifying - the croc just sits quietly right outside the cage eying you, waiting for the feed it knows will come at the end of your cage tour. You do get a good look at it though underwater.

Don't miss the ""big croc"" show where the big crocs get fed. You won't forget the sound of the snapping of their massive jaws.

Message to Crocosaurus: With the goggles, you can duck down under the water in the cage to see the croc's belly. But it is hard to stay down, because your body wants to float. Would have been nice to have handrails or something similar to help me push myself down under water while in the cage. ",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1003923631-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,16,54,"Sydney, Australia",Sydney,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,The Cove,5,2025-04,21/04/2025,"A great place to visit, its all about Crocs. Skeletons, habitat and what they eat and do.Had a great time as I did the swim with Crocs in the tube. They do get up close and personal and you see all the details of their skin eyes and teeth.",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1003732815-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,1,"Sydney, Australia",Sydney,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Not to be missed,5,2025-04,21/04/2025,"You cannot go here and not do the cage of death, get past your nerves and fears it's a once in a life time experience. ",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1003711986-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,1,,,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Great experience,5,2025-04,20/04/2025,We had an amazing time at the VIP tour. Learning about all of the different reptiles and feeding the crocs was great! Our tour guide was very informative and helpful ,https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1003563464-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,1,"Sydney, Australia",Sydney,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Highly recommend while you’re in Darwin!,5,2025-04,20/04/2025,"The Big Croc Feed VIP Experience was completely worthwhile. We thought it was going to be lame since it’s a small facility, but we were wrong. What an amazing experience; we learned so much! We each got to feed a big croc and the juvenile crocs. Plus held a baby croc, a blue tongue lizard, and a python. Our tour guide was incredibly knowledgeable and patient with all our questions.",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1003446879-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,2,23,,,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Ready to go Again,5,2025-04,19/04/2025,"Amazing experience swimming with the Croc...
Staff were so approachable and friendly ..
Grunter fish was massive all in all i would do it again..",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1003407410-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,1,"Darwin, Australia",Darwin,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Cruise passengers- Beware,1,2025-04,7/04/2025,"Cruise ship conflict of time.
They worked with getting me “
In” but then let 2 couples
Go before me- not allowing time for me to get in. I had to leave to catch our last shuttle bus.
Spent $40 for
My husband “ to watch” and $200 for me to do the cage of death-
Would not offer any kind of refund.
Coughed it up to “ supporting the crocodiles”
Very disappointed-",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1001404731-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,4,127,"Creal Springs, Illinois",Creal Springs,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,"See you later, Alligator",5,2025-03,3/04/2025,"I left Crocosaurus Cove until the last day in Darwin, because I thought it might be a bit of a tourist trap. I was wrong... or right I guess. It might be a tourist trap but this should be on everyones list to see. It's amazing... let me say that again... A-MAZ-ing! I paid my fare to the staff- who were very professional. I went inside expecting to see a few crocodiles... it's so much more. It takes you on a journey so you can understand the different between Alligators and Crocodiles-- then explains the differences in the crocodiles around the world. It will then tell you reason after reason why these reptiles are unique. 

But then there's more... YES- you guessed it- there are steak knives! No seriously... handbags.. well in the making. Okay.. .seriously this time! They have the most amazing range of other critters to show you. I loved the reptile enclosure so much that I visited it twice... clearly I was there at the right time because I was dancing with snakes and having deep and meaningful conversations with lizards. Well... that's how I saw it... the reptiles might tell you another story... but they are lying... ha ha. 

There was a young lady called Annabelle who answered most of my silly questions. Thank you Annabelle. I asked her about Wendell... about his missing foot, she explained to me that crocodiles can lose their limbs and survive! They can lose their jaw and survive, but if that tail gets damaged-- it's all over, red rover! 

As if that wasn't fascinating enough, Annabelle then told me about the two crocodiles in the same enclosure. She is about 70, he is about 50 and they are happily in a relationship... not a situational ship... this is the real thing. That means she is a cougar. Yes, I am impressed! 

Another young lady let me pat a crocodile - yes of course its mouth was taped! Still... I was allowed to pet it. And then another lady offered me a children's snake... er... that would be a no but the blue-tongue lizard was a yes... so I held that. And let me tell you if size counted ( and ladies we know it does) then... you should be impressed by the size of their lizards in the Northern Territory. 

I can't say it enough... this place is AMAZING!!!",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1000886354-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,2767,105472,"Gippsland, Australia",Gippsland,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Amazing experience super helpful & knowledgeable staff,5,2025-03,28/03/2025,I visited on my own & did the cage of death experience. It was one of the most memorable & exhilarating experiences of my life. I would highly recommend this experience as well as a visit to the very well maintained park with helpful knowledgeable staff ,https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r1000184711-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,1,"Ballarat, Australia",Ballarat,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,More than just crocodile,5,2025-03,22/03/2025,"@ Crocosaurus cove today learning about all sorts of reptiles and their conservation. 
Yes the crocs were great Feeding and the Cage of Death. I learnt a lot and got to touch a small croc. He was so soft underneath 
But there were also turtles and snakes and skinks and water dragons. Lots of reptiles 
And some quails as well
Potato see and do 
Fabulous for families",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r999247580-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,57,183,"Brisbane, Australia",Brisbane,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Exceptional day out!,5,2025-03,21/03/2025,"The whole experience from start to finish including the park , the talks and of course the Cage Of Death was fantastic ! Getting up close to the amazing Salties is an amazing experience which I thoroughly enjoyed. 
All of the team that we had contact with during the day were knowledgeable , very enthusiastic , took care of our safety and ensured we had  absolutely the best time . Thank you! 
If you are in Darwin this is a must do visit !",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r999103118-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,10,"London, United Kingdom",London,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,The cage of death,5,2025-02,22/02/2025,"That's another one off my bucket list!!
It's not cheap but it's well worth it. Exhilarating to say the very least. An experience I will never forget. 15 mins feels like 30 when you are that close to the croc 👀",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r995071723-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,1,"Brisbane, Australia",Brisbane,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
Tourist attractions,Amazing,3,2025-01,13/02/2025,"Amazing place for kids and have fun! The animal are treated right and his a unique place , for a family trip away. Totally blown my mind",https://www.tripadvisor.com/ShowUserReviews-g255066-d1627688-r993827919-Crocosaurus_Cove-Darwin_Top_End_Northern_Territory.html,0,2,,,Darwin,Australia,800,Northern Territory,58 Mitchell Street,Corner of Mitchell & Peel Streets,"Darwin, Top End, Northern Territory",Crocosaurus Cove,3476,4.3,102,109,336,1118,1811
